Track URI,Track Name,Artist URI,Artist Name,Album URI,Album Name,Album Release Date,Album Image URL,Disc Number,Track Number,Track Duration (ms),Track Preview URL,Explicit,Popularity,Added By,Added At,Artist Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:6Tv3ci0UMVZ3x9OaGJB1rv,The Stones,spotify:artist:5zS8r5hRRk1jzD41yYS1NO,Baths,spotify:album:7CNADHu4cWUHE2b6ESIHCx,Pop Music / False B-Sides II,2020-05-29,https://i.scdn.co/image/ab67616d0000b273af12accf6b09f0ccb5e58690,1,12,415378,https://p.scdn.co/mp3-preview/4969ef5b5fdbaab0bb3026890ffa04e52c4e615f?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,20,,2021-01-24T10:24:55Z,chillwave,0.511,0.378,6,-11.825,1,0.107,0.367,0.835,0.11,0.584,83.535,4
spotify:track:2FBU4uNmIY4nU73MHgo3H6,Be That,spotify:artist:5zS8r5hRRk1jzD41yYS1NO,Baths,spotify:album:7CNADHu4cWUHE2b6ESIHCx,Pop Music / False B-Sides II,2020-05-29,https://i.scdn.co/image/ab67616d0000b273af12accf6b09f0ccb5e58690,1,11,226200,https://p.scdn.co/mp3-preview/9bcef8c8b902fdc17c3ec9d40820b0ffb7f23554?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,20,,2021-01-24T10:22:41Z,chillwave,0.429,0.435,6,-11.161,1,0.0282,0.0287,0.523,0.0747,0.359,75.06,4
spotify:track:6pytu0AWoN40d5VY6C89Rd,Veranda Shove,spotify:artist:5zS8r5hRRk1jzD41yYS1NO,Baths,spotify:album:7CNADHu4cWUHE2b6ESIHCx,Pop Music / False B-Sides II,2020-05-29,https://i.scdn.co/image/ab67616d0000b273af12accf6b09f0ccb5e58690,1,9,118150,https://p.scdn.co/mp3-preview/c7453702fc02c694e2a2afd217a8985e99bb02c0?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,22,,2021-01-24T10:14:04Z,chillwave,0.382,0.908,4,-8.203,1,0.208,0.000457,0.386,0.133,0.285,150.113,4
spotify:track:4VQPuTO98JrKBvcsj60izm,Sex,spotify:artist:5zS8r5hRRk1jzD41yYS1NO,Baths,spotify:album:7CNADHu4cWUHE2b6ESIHCx,Pop Music / False B-Sides II,2020-05-29,https://i.scdn.co/image/ab67616d0000b273af12accf6b09f0ccb5e58690,1,5,227500,https://p.scdn.co/mp3-preview/95b219b7dc67203c0a52f6db5d79b9b7e8e9e890?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,26,,2021-01-24T09:58:47Z,chillwave,0.553,0.523,11,-8.697,0,0.0569,0.111,0.00562,0.243,0.293,120.029,4
spotify:track:1l1o761oy3oZiwzU75QI5S,Angel,"spotify:artist:271bbpX3pdCi56ZJA1jQ43, spotify:artist:55EarwWraRQY9diMo9Oeul","Lava La Rue, Deb Never",spotify:album:5FMkcYANuajBUi9yq27hgU,Angel,2020-11-11,https://i.scdn.co/image/ab67616d0000b273be9b919890978357d06766c2,1,1,236486,https://p.scdn.co/mp3-preview/02b2a67566bca5874b5007d1f2a5ceb1b64a8fad?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,49,,2021-01-23T10:39:45Z,"indie r&b,uk alternative hip hop,uk contemporary r&b,modern indie pop",0.6,0.826,1,-5.367,1,0.065,0.0132,0.000132,0.0896,0.445,106.985,4
spotify:track:5pA5AZHYFdni9isjy1vkoK,Corner Store,spotify:artist:3P9RPqVK0w0CN5SqlQ6j0f,Palberta,spotify:album:0bF0MmOAxVT4hBlareepVq,Palberta5000,2021-01-22,https://i.scdn.co/image/ab67616d0000b273ef941c9ab1f1a4729ecff736,1,11,151826,https://p.scdn.co/mp3-preview/038061c183996588cf86d1012095fa48275bf08b?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,0,,2021-01-23T06:40:03Z,art punk,0.542,0.57,0,-8.166,1,0.0427,0.689,0.000236,0.149,0.829,122.739,4
spotify:track:6ZAL7fqXJVK1iNQ0C27zP0,Red Antz,spotify:artist:3P9RPqVK0w0CN5SqlQ6j0f,Palberta,spotify:album:0bF0MmOAxVT4hBlareepVq,Palberta5000,2021-01-22,https://i.scdn.co/image/ab67616d0000b273ef941c9ab1f1a4729ecff736,1,8,116666,https://p.scdn.co/mp3-preview/48618d77d1547f260b0384b3feea870822a245b4?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,0,,2021-01-23T06:35:07Z,art punk,0.658,0.522,9,-7.153,1,0.0389,0.547,0.000146,0.168,0.964,161.591,4
spotify:track:6PgcN4u5wjezNjp1vCoVdo,Sound of the Beat,spotify:artist:3P9RPqVK0w0CN5SqlQ6j0f,Palberta,spotify:album:1AR0wdwqzmPQdtGWsQWG6s,Roach Going Down,2018-06-15,https://i.scdn.co/image/ab67616d0000b273860ea29fe0321344641a687c,1,12,64760,https://p.scdn.co/mp3-preview/55ca134d480aa09f8864e319b2f6def225deb5f0?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,19,,2021-01-23T04:41:08Z,art punk,0.751,0.721,7,-6.032,1,0.116,0.246,0.453,0.055,0.973,122.791,4
spotify:track:3NGcW10ArF6GLjQ7cl7B3v,New Job,spotify:artist:7DlD7rLG9MKuvXtTeACzkO,Dry Cleaning,spotify:album:2RoDiBN2teda8nQ33CO2WR,Sweet Princess EP,2019-08-16,https://i.scdn.co/image/ab67616d0000b273f5b9ec8f9354c493434a030b,1,2,176842,https://p.scdn.co/mp3-preview/4bf40b093e714f7ffd1d49eee907878665f54c87?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,30,,2021-01-23T01:21:05Z,"chamber psych,garage psych,uk post-punk revival",0.39,0.833,9,-3.508,0,0.0594,0.0000161,0.00122,0.072,0.228,166.543,4
spotify:track:0tX8L0x1LHOxfaePopkN5e,Call You Back,spotify:artist:6DV3jpGMhaFp3YJxpawB8K,Mourn,spotify:album:3jqz7Lpczl4NoUKm37OBea,Self Worth,2020-10-30,https://i.scdn.co/image/ab67616d0000b2730972a1c2a6b77004c79d7880,1,2,135191,https://p.scdn.co/mp3-preview/85f591045dd12fb71308641ba606869a8f565932?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,25,,2021-01-21T08:03:46Z,"bubblegrunge,garage psych,spanish post-punk",0.431,0.919,9,-4.704,0,0.038,0.000131,0.0586,0.296,0.324,140.022,4
spotify:track:4jkCDERsEIRcjN3w1Y6glD,Plane,spotify:artist:4wBhllC5Nto10UefzXVMt9,Omni,spotify:album:6i1BbUp2bTavuxlxC59tzS,Deluxe,2016-07-08,https://i.scdn.co/image/ab67616d0000b27388589843a46b5e83f7b4cbe7,1,9,197673,https://p.scdn.co/mp3-preview/17494c2b19c9a6430ecdf91bb619783e04ca6103?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,31,,2021-01-21T07:58:26Z,"atlanta indie,garage psych,indie garage rock,indie punk,indie rock",0.613,0.894,2,-4.457,1,0.0333,0.404,0.0879,0.103,0.815,134.081,4
spotify:track:13F9GlF61VxR1y4bXSmXn8,Trust,spotify:artist:2OdkcNnvSRbVRcziM3OK2S,Deeper,spotify:album:5fnOZ7e4DnSfIA61EOHj87,Deeper,2018-05-25,https://i.scdn.co/image/ab67616d0000b273ee825e463b74c3de4a8e6862,1,9,227160,https://p.scdn.co/mp3-preview/925a7a7d37063245652929e25d18b8d627678b4b?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,14,,2021-01-20T22:18:18Z,"chicago indie,garage psych,indie garage rock",0.362,0.7,2,-8.076,1,0.0373,0.000809,0.684,0.227,0.624,152.384,4
spotify:track:08Ekey6ePGzivO08rjduLV,Pink Showers,spotify:artist:2OdkcNnvSRbVRcziM3OK2S,Deeper,spotify:album:5fnOZ7e4DnSfIA61EOHj87,Deeper,2018-05-25,https://i.scdn.co/image/ab67616d0000b273ee825e463b74c3de4a8e6862,1,1,153609,https://p.scdn.co/mp3-preview/5e7b4b9a038cac90e29218e2e58b58e28d2d5deb?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,28,,2021-01-20T20:48:10Z,"chicago indie,garage psych,indie garage rock",0.664,0.782,9,-4.644,0,0.0308,0.00951,0.247,0.476,0.663,115.098,4
spotify:track:4p8cQRW587gUDAS3J4Udff,Phone Scam,spotify:artist:7DlD7rLG9MKuvXtTeACzkO,Dry Cleaning,spotify:album:2RoDiBN2teda8nQ33CO2WR,Sweet Princess EP,2019-08-16,https://i.scdn.co/image/ab67616d0000b273f5b9ec8f9354c493434a030b,1,5,185587,https://p.scdn.co/mp3-preview/a74290b78cf3cffa9e67d46e0e4d388109db658b?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,27,,2021-01-20T07:55:34Z,"chamber psych,garage psych,uk post-punk revival",0.645,0.763,11,-5.462,0,0.027,0.00075,0.0504,0.378,0.764,112.374,4
spotify:track:5mbOGsYqAfHOb3I9NEvsrm,Ouster Stew,spotify:artist:10butpS2A0V5nRIu2YDrKI,Crack Cloud,spotify:album:07ZPsTpIATzgvV5oMcSUxD,Pain Olympics,2020-07-17,https://i.scdn.co/image/ab67616d0000b2739389d05843797aec1ac153d1,1,6,141426,https://p.scdn.co/mp3-preview/a2c630ef9536779fffc5c10cf107c38d0358a35c?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,37,,2021-01-20T07:41:57Z,"canadian post-punk,chamber psych,dance-punk,garage psych,neo-psychedelic",0.788,0.747,10,-6.436,1,0.0488,0.0279,0.186,0.214,0.938,140.011,4
spotify:track:6EMxqMzbCNZHQn1jeiav6q,Goodnight,spotify:artist:7DlD7rLG9MKuvXtTeACzkO,Dry Cleaning,spotify:album:2RoDiBN2teda8nQ33CO2WR,Sweet Princess EP,2019-08-16,https://i.scdn.co/image/ab67616d0000b273f5b9ec8f9354c493434a030b,1,1,157199,https://p.scdn.co/mp3-preview/b428efa99c95360b7f9067e6401ece09818daca6?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,35,,2021-01-20T07:27:13Z,"chamber psych,garage psych,uk post-punk revival",0.47,0.821,5,-4.443,1,0.0294,0.0000538,0.208,0.123,0.453,106.342,4
spotify:track:4J0zyhnYqlleIasqrkKDgt,Viking Hair,spotify:artist:7DlD7rLG9MKuvXtTeACzkO,Dry Cleaning,spotify:album:0vohgJmzfuBhJ0yh1xt5y2,Boundary Road Snacks and Drinks,2019-10-25,https://i.scdn.co/image/ab67616d0000b27397953efadd8aff0fcd7c8526,1,2,234039,https://p.scdn.co/mp3-preview/09d7c831805b1caa88d654d88d58b2f0a19f7e54?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,37,,2021-01-19T22:42:13Z,"chamber psych,garage psych,uk post-punk revival",0.284,0.666,8,-7.514,1,0.0307,0.00014,0.872,0.0986,0.275,158.133,4
spotify:track:51fK4tBe0X09zb6KgGSsKX,Seasons Run,spotify:artist:3iOvXCl6edW5Um0fXEBRXy,The xx,spotify:album:2AKWZ0iZWyecVPCQT9Z11e,I See You (Deluxe),2017-06-23,https://i.scdn.co/image/ab67616d0000b273425c6431e0b7170977c3a8cf,1,12,260292,https://p.scdn.co/mp3-preview/ee3709c29ccdae8d7166ab8f92a483e015451282?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,50,,2021-01-19T11:04:14Z,"downtempo,dream pop,indietronica",0.57,0.668,11,-7.212,1,0.0293,0.418,0.0142,0.195,0.317,107.015,4
spotify:track:3rI6J22xq3t8RDpxIOBo1C,Parallel 6,spotify:artist:7Eu1txygG6nJttLHbZdQOh,Four Tet,spotify:album:1xrXrgQDQzTlGrDYhX8ikT,Parallel,2020-12-25,https://i.scdn.co/image/ab67616d0000b2738ca7b1e049ed737df8e29d5d,1,6,306970,https://p.scdn.co/mp3-preview/bf7d9f3251156cd3c2590c9a51ec66865cec0c5a?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,61,,2021-01-19T10:53:24Z,"alternative dance,electronica,folktronica,intelligent dance music,new rave",0.711,0.635,4,-13.168,0,0.0537,0.66,0.96,0.194,0.646,124.034,4
spotify:track:4tZwZVNhVCeBQYQtgQN5vW,"Identical - From The Motion Picture ""On The Rocks""",spotify:artist:1xU878Z1QtBldR7ru9owdU,Phoenix,spotify:album:139j4SM1xPPfS0dhGcrTvd,"Identical (From The Motion Picture ""On The Rocks"")",2020-08-19,https://i.scdn.co/image/ab67616d0000b2730e71c5fe5fd1fff0530fcb06,1,1,193263,https://p.scdn.co/mp3-preview/99f525927cf783cd187eb24e29ccc55247e9c84c?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,60,,2021-01-19T10:06:47Z,"alternative dance,dance-punk,indie pop,indie rock,modern rock,new rave,rock,rock independant francais",0.627,0.761,2,-8.57,1,0.036,0.000237,0.839,0.135,0.672,128.005,4
spotify:track:2WphjSfmTbX4wZ48SzYwaH,Lemon [Feat. Sharon Van Etten],"spotify:artist:75dQReiBOHN37fQgWQrIAJ, spotify:artist:2wJ4vsxWd7df7dRU4KcoDe","Local Natives, Sharon Van Etten",spotify:album:5TQRtgQRRNiXb2fIah2lE4,Lemon [Feat. Sharon Van Etten],2020-10-16,https://i.scdn.co/image/ab67616d0000b2737e03f3c0ed84e9db3e6e645b,1,1,197880,https://p.scdn.co/mp3-preview/747cc63455f714471e3db0f8720b1e383e6784d6?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,57,,2021-01-19T10:03:28Z,"chillwave,indie folk,indie pop,indie rock,la indie,modern rock,rock,shimmer pop,stomp and holler,vapor soul,art pop,chamber pop,chamber psych,dream pop,freak folk,indie folk,indie pop,indie rock,melancholia,new jersey indie,stomp and holler",0.614,0.275,3,-8.744,1,0.027,0.904,0.0000226,0.118,0.303,130.875,3
spotify:track:5duZe3kHUqNENd97WYqmYL,Another Lover,spotify:artist:6Tyzp9KzpiZ04DABQoedps,Little Dragon,spotify:album:3PuofR78j1BFBGBrNCCYUF,"New Me, Same Us",2020-03-27,https://i.scdn.co/image/ab67616d0000b2738c96e174ffc6c2517558b415,1,3,266721,https://p.scdn.co/mp3-preview/16397e3d0a60ce24cba7e4e13b7509edf2b731c4?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,54,,2021-01-19T09:55:07Z,"alternative dance,alternative r&b,art pop,chillwave,downtempo,electronica,electropop,escape room,gothenburg indie,indie soul,indietronica,new rave,swedish electropop,swedish synthpop,trip hop",0.643,0.547,5,-10.297,0,0.0528,0.198,0.025,0.173,0.324,80.983,4
spotify:track:5w3CRkbTWXfbYepIdFpGUN,On Hold,spotify:artist:3iOvXCl6edW5Um0fXEBRXy,The xx,spotify:album:6Zw6NKh3oIUhDRMOyBmsUU,I See You,2017-01-13,https://i.scdn.co/image/ab67616d0000b273521d64fb3942f0883496d342,1,8,224133,https://p.scdn.co/mp3-preview/581e2f86b574c2f7ef1c5ddce376c2a342c5c1e8?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,62,,2021-01-19T09:37:01Z,"downtempo,dream pop,indietronica",0.723,0.669,0,-6.784,1,0.0348,0.0522,0.183,0.109,0.349,125.053,4
spotify:track:2C5YDhSJqLFCHrymIBzNSg,Say Something Loving,spotify:artist:3iOvXCl6edW5Um0fXEBRXy,The xx,spotify:album:6Zw6NKh3oIUhDRMOyBmsUU,I See You,2017-01-13,https://i.scdn.co/image/ab67616d0000b273521d64fb3942f0883496d342,1,2,238373,https://p.scdn.co/mp3-preview/12b345856e1310749e41ea1b3ab818f7cb1b70a6?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,55,,2021-01-19T08:54:33Z,"downtempo,dream pop,indietronica",0.627,0.724,0,-7.789,0,0.0305,0.296,0.0000635,0.231,0.389,130.081,4
spotify:track:6AqFR4UHMbdlMPcJGrynXV,"to Perth, before the border closes",spotify:artist:12fRkVfO2fUsz1QHgDAG3g,Julia Jacklin,spotify:album:4gblLDiEXc4UOwTWlF3UZS,"to Perth, before the border closes",2020-10-12,https://i.scdn.co/image/ab67616d0000b273b616b32d7a5d76644a09459c,1,1,176733,https://p.scdn.co/mp3-preview/f9fe525482c147f44411699c2064d7cdf2e2f05a?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,54,,2021-01-19T07:39:52Z,"art pop,indie folk,indie pop,indie rock,sydney indie",0.589,0.274,2,-12.442,1,0.031,0.302,0.000829,0.107,0.23,95.666,4
spotify:track:7IijX5DkLaf3G4qF6xDLYa,Hello in There,spotify:artist:0nJUwPwC9Ti4vvuJ0q3MfT,John Prine,spotify:album:5t4FHrIAHI8nolSAOBRgPp,John Prine,1971,https://i.scdn.co/image/ab67616d0000b27303c6a79f0920e63681421cd8,1,3,272026,https://p.scdn.co/mp3-preview/b358aa22be06ab3d8a3c3a896a3117443173e2eb?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,51,,2021-01-18T22:23:09Z,"alternative country,country rock,folk,folk rock,indie folk,mellow gold,new americana,roots rock,singer-songwriter,traditional folk",0.594,0.325,0,-17.137,1,0.0324,0.748,0.0058,0.0857,0.254,135.229,4
spotify:track:2qWKpYIleSvBT6aUMXoia5,Angel from Montgomery,spotify:artist:0nJUwPwC9Ti4vvuJ0q3MfT,John Prine,spotify:album:5t4FHrIAHI8nolSAOBRgPp,John Prine,1971,https://i.scdn.co/image/ab67616d0000b27303c6a79f0920e63681421cd8,1,9,224186,https://p.scdn.co/mp3-preview/15b4ed729e723d3e296b4de2288bce836f688c62?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,58,,2021-01-18T08:06:51Z,"alternative country,country rock,folk,folk rock,indie folk,mellow gold,new americana,roots rock,singer-songwriter,traditional folk",0.617,0.421,0,-14.231,1,0.0318,0.541,0.00227,0.125,0.39,131.653,4
spotify:track:1OE5l6sedVcIFELMuxQOPI,Ripple - 2013 Remaster,spotify:artist:4TMHGUX5WI7OOm53PqSDAT,Grateful Dead,spotify:album:2UDDZVesmQwA4aYfa55diS,American Beauty (2013 Remaster),1970-06-01,https://i.scdn.co/image/ab67616d0000b273fd3f66a9ce4371f7ffa0346f,1,6,249733,https://p.scdn.co/mp3-preview/74f845db89355e5331044750391e3a553dcc529e?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,60,,2021-01-18T07:58:14Z,"classic rock,cosmic american,country rock,double drumming,folk rock,jam band,psychedelic rock,rock,roots rock",0.604,0.411,7,-14.258,1,0.034,0.427,0.0000574,0.602,0.675,126.637,4
spotify:track:0ivHDucXMbjTjiU4lMIkBO,Coney Island Baby,spotify:artist:42TFhl7WlMRXiNqzSrnzPL,Lou Reed,spotify:album:3Kawndiz86cIHkPsKtFiKx,Coney Island Baby,1976-01-19,https://i.scdn.co/image/ab67616d0000b2735dca526bcd4d1aa7eb049f04,1,8,395226,https://p.scdn.co/mp3-preview/9b64906e499eac2befa7a036a20121fb324809f9?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,55,,2021-01-18T07:39:53Z,"art rock,classic rock,dance rock,glam rock,permanent wave,psychedelic rock,rock,singer-songwriter",0.536,0.432,0,-9.495,1,0.0364,0.547,0.0000993,0.128,0.474,80.34,4
spotify:track:5IFFNFylEfKq5FvOuZUTBa,Unknown Legend,spotify:artist:6v8FB84lnmJs434UJf2Mrm,Neil Young,spotify:album:0tdm853TNWjVVChbJRbu3Q,Harvest Moon,1992-11-02,https://i.scdn.co/image/ab67616d0000b273e7171a8d9c8bf1d8fb661e80,1,1,272480,https://p.scdn.co/mp3-preview/94d276decb49afa2f4d36125a7a7d70f93665254?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,50,,2021-01-18T05:46:04Z,"album rock,canadian singer-songwriter,classic canadian rock,classic rock,mellow gold,permanent wave,rock,roots rock,singer-songwriter",0.656,0.249,7,-13.212,1,0.0286,0.372,0.00224,0.115,0.2,109.081,4
spotify:track:7fLmQoVJ7c7rTIBGO2oxu2,Calvin,"spotify:artist:67gqUXxHedeUGDTxwBzdjS, spotify:artist:0eVyjRhzZKke2KFYTcDkeu","Conway the Machine, The Alchemist",spotify:album:4cj3HwgA7wk89PJW8sMpDZ,LULU,2020-03-30,https://i.scdn.co/image/ab67616d0000b27380299020c49ed30c3009d965,1,5,265693,https://p.scdn.co/mp3-preview/7bb6a7d65b0f4c7b6974965e649b561d26de9555?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,45,,2021-01-17T10:28:42Z,"alternative hip hop,boom bap,buffalo hip hop,hip hop,underground hip hop,alternative hip hop,hardcore hip hop,hip hop,southern hip hop,underground hip hop,west coast rap",0.587,0.428,5,-10.438,0,0.156,0.605,0.248,0.12,0.0502,137.085,4
spotify:track:7G9lFBhpC4KJDAVNYZJ0Yc,Candle,spotify:artist:4mYY0UqYdvgdz60psupYBR,Buck Meek,spotify:album:2XPFEnQ9PcyWPIrJJnAkrX,Two Saviors,2021-01-15,https://i.scdn.co/image/ab67616d0000b273246adff1e53e5bf2c152e481,1,2,223713,https://p.scdn.co/mp3-preview/84e5f18d968bc9c0c38aadecc4dc829d79ebc43c?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,45,,2021-01-17T08:39:12Z,"alternative country,art pop,freak folk,indie folk,indie rock,small room",0.645,0.355,4,-8.699,1,0.0287,0.665,0.0241,0.088,0.383,80.407,4
spotify:track:1mAEQbdq0dZQWfujWG6rCd,Azucar,spotify:artist:3A5tHz1SfngyOZM2gItYKu,Earl Sweatshirt,spotify:album:66at85wgO2pu5CccvqUF6i,Some Rap Songs,2018-11-30,https://i.scdn.co/image/ab67616d0000b2732b688ab63b1a5f281cfdf451,1,10,85840,https://p.scdn.co/mp3-preview/e9c6dc2745b8439d482a577635ee76a1b03b0ccd?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,52,,2021-01-16T21:21:48Z,"alternative hip hop,escape room,experimental hip hop,hip hop,rap,underground hip hop",0.459,0.864,1,-2.163,1,0.263,0.171,0.00000295,0.683,0.703,106.175,4
spotify:track:0yL0He951vlMYygPzSEEJ0,Dangerookipawaa Freestyle,spotify:artist:0g9vAlRPK9Gt3FKCekk4TW,Ab-Soul,spotify:album:3f53BJvrCgMNXuyju8EBUi,Dangerookipawaa Freestyle,2020-04-20,https://i.scdn.co/image/ab67616d0000b2730f28c3fff1642910d3919935,1,1,227063,https://p.scdn.co/mp3-preview/3cfce19a4601c34ee79144886d0cbdbcd6e0e966?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,53,,2021-01-16T20:54:22Z,"alternative hip hop,conscious hip hop,hip hop,rap,southern hip hop,underground hip hop",0.42,0.814,11,-6.254,1,0.31,0.0156,0,0.142,0.395,82.596,4
spotify:track:6h7jn2jE2EqJadOkDXsDJh,Sleepless Nights (feat. Phoelix),"spotify:artist:7MNEVabc4cs19CbzAFZmXz, spotify:artist:5cM1PvItlR21WUyBnsdMcn, spotify:artist:4s8ZGMVf3OiPktSP4ulpqU, spotify:artist:6HQYnRM4OzToCYPpVBInuU, spotify:artist:6p70iKebfMSl8zbkiEwOtS, spotify:artist:2TKC2gVUNBUAlFqfLUoaj0","Terrace Martin, Robert Glasper, 9th Wonder, Kamasi Washington, Dinner Party, Phoelix",spotify:album:4Wq9dC08uEtSuGc8mFwC3r,Dinner Party,2020-07-10,https://i.scdn.co/image/ab67616d0000b2735557786a9c1b65b81c018551,1,1,179226,https://p.scdn.co/mp3-preview/369549d135e9c7b049a7869d9df3a9ec45aaafbe?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,55,,2021-01-16T20:14:40Z,"alternative hip hop,alternative r&b,indie jazz,indie r&b,indie soul,neo soul,contemporary jazz,indie jazz,indie soul,modern jazz piano,neo soul,alternative hip hop,boom bap,hip hop,north carolina hip hop,underground hip hop,afrofuturism,contemporary jazz,indie jazz,indie soul,jazz saxophone,indie hip hop",0.652,0.671,8,-7.254,1,0.0446,0.492,0.0863,0.0873,0.249,91.518,4
spotify:track:1ux778Ljln0QEitz2fB4PH,First Responders,"spotify:artist:7MNEVabc4cs19CbzAFZmXz, spotify:artist:5cM1PvItlR21WUyBnsdMcn, spotify:artist:4s8ZGMVf3OiPktSP4ulpqU, spotify:artist:6HQYnRM4OzToCYPpVBInuU, spotify:artist:6p70iKebfMSl8zbkiEwOtS","Terrace Martin, Robert Glasper, 9th Wonder, Kamasi Washington, Dinner Party",spotify:album:4Wq9dC08uEtSuGc8mFwC3r,Dinner Party,2020-07-10,https://i.scdn.co/image/ab67616d0000b2735557786a9c1b65b81c018551,1,4,289583,https://p.scdn.co/mp3-preview/2d56f3913f76aacaf1482f4af1da05f65119e909?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,53,,2021-01-16T11:46:44Z,"alternative hip hop,alternative r&b,indie jazz,indie r&b,indie soul,neo soul,contemporary jazz,indie jazz,indie soul,modern jazz piano,neo soul,alternative hip hop,boom bap,hip hop,north carolina hip hop,underground hip hop,afrofuturism,contemporary jazz,indie jazz,indie soul,jazz saxophone",0.645,0.816,8,-6.613,0,0.142,0.144,0.461,0.105,0.542,95.49,4
spotify:track:0M5pEUmRD3b4nP31L88IdL,Why Worry,spotify:artist:6aaMZ3fcfLv4tEbmY7bjRM,Isaiah Rashad,spotify:album:7GAOMkrIBSwqvC28f8bXTj,Why Worry,2020-04-22,https://i.scdn.co/image/ab67616d0000b273f46232362d78b4c11a97ebab,1,1,150561,https://p.scdn.co/mp3-preview/1802d9b23f5033f3ab25c0ea43e3c0719f309e65?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,57,,2021-01-16T11:42:14Z,"hip hop,rap,tennessee hip hop,underground hip hop",0.287,0.87,1,-6.689,0,0.293,0.00291,0,0.0609,0.681,81.162,4
spotify:track:0SC10wGF4YMLIdL1QMGlm8,Air Bender,spotify:artist:3IBVsmzlYvtNgo76uhM2Pv,10cellphones,spotify:album:2Ljs7S5f0oExfgdCPJKko1,Everybody Hates 10,2020-08-14,https://i.scdn.co/image/ab67616d0000b273b8b2453b2acacd55f29a5a34,1,1,106728,https://p.scdn.co/mp3-preview/229b7168793608bd4114a88c506bbf1511827f2c?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,37,,2021-01-16T11:18:45Z,"underground hip hop,vapor trap",0.512,0.22,2,-19.42,1,0.272,0.423,0,0.0709,0.0847,81.965,4
spotify:track:4DQ3OmA5tnuTvZF8Mn8Jgz,ABC City,spotify:artist:5cRFFVu55n63SFAByWg112,Holograms,spotify:album:2x9BqJOjgRRQhOTTJO9qak,Holograms,2012-07-10,https://i.scdn.co/image/ab67616d0000b273df473912566a90c3a2a7a63a,1,7,182768,https://p.scdn.co/mp3-preview/2da14c28743ff670ea4f0b103b341b9ca6ff1bf5?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,35,,2021-01-16T10:13:08Z,garage psych,0.463,0.839,10,-5.261,1,0.0963,0.0407,0.339,0.0625,0.483,192.702,4
spotify:track:2gqf0R6XUw0LejQnIIBbbl,Halo Light,spotify:artist:4mYY0UqYdvgdz60psupYBR,Buck Meek,spotify:album:2XPFEnQ9PcyWPIrJJnAkrX,Two Saviors,2021-01-15,https://i.scdn.co/image/ab67616d0000b273246adff1e53e5bf2c152e481,1,11,234505,https://p.scdn.co/mp3-preview/0517afff1f1e5bde3e5b3c54b4afe7a256367fda?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,35,,2021-01-16T09:08:33Z,"alternative country,art pop,freak folk,indie folk,indie rock,small room",0.529,0.349,1,-11.035,1,0.0267,0.779,0.00852,0.106,0.221,88.411,4
